--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,Scoring,,,Scoring,,Goals,,,,Assists,,,,,Ice Time,,-additional
Rk,Player,From,To,Yrs,GP▼,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
92,Jim McKenzie,1996,1998,3,202,12,9,21,-16,548,12,0,0,1,9,0,0,101,11.9,,,mckenji02
93,Daniel Winnik,2008,2010,3,202,18,34,52,-1,100,18,0,0,2,29,1,4,271,6.6,2727,13:30,winnida01
94,Niklas Hjalmarsson,2018,2021,4,198,2,27,29,-3,94,2,0,0,0,23,1,3,136,1.5,3827,19:20,hjalmni01
95,Jason Demers,2018,2021,4,195,8,35,43,6,100,8,0,0,4,30,4,1,231,3.5,3890,19:57,demerja01
96,Shawn Cronin,1990,1992,3,193,1,13,14,-37,703,1,0,0,0,12,0,1,95,1.1,,,cronish01
97,Jyrki Lumme,1999,2001,3,192,19,74,93,17,122,14,5,0,7,40,30,4,340,5.6,4407,22:57,lummejy01
98,Boyd Gordon,2012,2016,3,188,14,27,41,2,28,12,0,2,2,22,2,3,226,6.2,2708,14:24,gordobo01
99,Paul Bissonnette,2010,2014,5,187,7,14,21,8,318,7,0,0,2,14,0,0,96,7.3,1018,5:27,bissopa01
100,Wade Campbell,1983,1986,4,185,9,23,32,-24,245,8,0,1,0,22,1,0,170,5.3,,,campbwa01
101,Kevin Connauton,2016,2019,4,185,16,23,39,-3,105,16,0,0,3,20,1,2,264,6.1,3008,16:15,connake01
102,Randy Gilhen,1987,1996,6,185,18,17,35,-50,151,15,0,3,2,16,1,0,216,8.3,,,gilhera01
103,Dave Moss,2013,2015,3,184,17,37,54,-16,63,14,2,1,1,32,4,1,329,5.2,2632,14:18,mossda01
104,Landon Wilson,2001,2004,4,183,32,36,68,5,180,29,3,0,6,30,6,0,356,9.0,2126,11:37,wilsola02
105,Norm Dupont,1981,1983,3,181,47,67,114,-96,36,29,18,0,4,40,27,0,434,10.8,,,duponno01
106,Ilya Lyubushkin,2019,2022,4,180,1,18,19,-24,67,1,0,0,0,17,0,1,137,0.7,2780,15:27,lyubuil01
107,Barrett Hayton,2020,2023,4,176,32,42,74,-12,76,26,6,0,6,32,9,1,297,10.8,2786,15:50,haytoba01
108,Igor Ulanov,1992,1995,4,176,5,43,48,-2,383,5,0,0,0,39,1,3,108,4.6,,,ulanoig01
109,Gord Donnelly,1989,1992,4,173,12,17,29,-27,726,12,0,0,0,17,0,0,136,8.8,,,donnego01
110,Anthony Duclair,2016,2018,3,172,34,40,74,0,73,23,11,0,4,34,6,0,249,13.7,2379,13:50,duclaan01
111,Dean Kennedy,1992,1994,3,172,5,19,24,-23,290,5,0,0,3,17,0,2,108,4.6,,,kennede01
112,Paul MacDermid,1990,1992,3,172,32,42,74,-10,379,26,6,0,4,34,8,0,213,15.0,,,macdepa01
113,Jordan Oesterle,2019,2021,3,172,10,34,44,-22,36,6,4,0,0,25,9,0,184,5.4,3098,18:01,oestejo01
114,Perry Turnbull,1985,1987,3,172,43,57,100,-16,359,35,8,0,3,52,4,1,334,12.9,,,turnbpe01
115,Phil Sykes,1990,1992,3,170,25,18,43,-29,157,22,0,3,2,17,0,1,149,16.8,,,sykesph01
116,Conor Garland,2019,2021,3,164,47,49,96,-1,58,36,11,0,8,34,15,0,411,11.4,2442,14:53,garlaco01
117,Claude Lemieux,2001,2003,3,164,32,49,81,-7,158,23,7,2,4,28,20,1,347,9.2,2707,16:30,lemiecl01
118,Brad Berry,1986,1990,5,163,4,25,29,-14,196,4,0,0,0,24,0,1,114,3.5,,,berrybr01
119,Tie Domi,1993,1995,3,161,15,25,40,-12,724,15,0,0,1,25,0,0,161,9.3,,,domiti01
120,Robert Picard,1984,1986,3,160,20,43,63,33,158,17,2,1,5,35,8,0,310,6.5,,,picarro02
121,Igor Korolev,1995,1997,3,159,33,58,91,-3,80,22,11,0,6,46,12,0,291,11.3,,,korolig01
122,Craig Janney,1996,1998,3,158,32,94,126,6,38,21,11,0,2,69,25,0,173,18.5,,,jannecr01
123,Ray Whitney,2011,2012,2,157,41,93,134,26,52,30,11,0,2,58,35,0,341,12.0,2801,17:50,whitnra01
