--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,Scoring,,,Scoring,,Goals,,,,Assists,,,,,Ice Time,,-additional
Rk,Player,From,To,Yrs,GP▼,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
189,Randy Gilhen,1990,1991,2,133,20,21,41,-5,105,17,1,2,2,21,0,0,179,11.2,,,gilhera01
190,Jim Morrison,1970,1971,2,132,5,25,30,-30,72,3,2,0,0,15,10,0,269,1.9,,,morriji01
191,Dave Roche,1996,1997,2,132,12,12,24,-18,285,10,2,0,1,11,1,0,118,10.2,,,rocheda02
192,Willy Lindström,1986,1987,2,131,24,30,54,9,36,23,1,0,2,28,1,1,180,13.3,,,lindswi01
193,Wayne Primeau,2001,2003,3,131,9,24,33,-31,127,7,1,1,0,20,2,2,159,5.7,1914,14:37,primewa01
194,Matthew Barnaby,1999,2001,3,129,15,18,33,-14,399,14,1,0,3,16,2,0,145,10.3,1420,11:00,barnama01
195,Beau Bennett,2013,2016,4,129,16,29,45,3,32,14,2,0,4,23,6,0,190,8.4,1615,12:31,bennebe01
196,Joe Dziedzic,1996,1997,2,128,14,14,28,-9,131,14,0,0,4,14,0,0,129,10.9,,,dziedjo01
197,Pat Price,1981,1983,3,128,8,52,60,-15,459,6,2,0,0,41,9,2,189,4.2,,,pricepa01
198,Fredrik Olausson,1997,1998,2,127,13,47,60,34,66,9,4,0,4,23,23,1,164,7.9,,,olausfr01
199,Tomáš Surový,2003,2006,3,126,27,32,59,-21,71,20,7,0,4,24,8,0,266,10.2,1678,13:19,surovto01
200,Janne Laukkanen,2000,2003,4,125,11,37,48,-9,82,7,4,0,1,23,12,2,153,7.2,2234,17:52,laukkja01
201,Norm Schmidt,1984,1988,4,125,23,33,56,-1,73,19,4,0,0,26,6,1,242,9.5,,,schmino01
202,Bob Blackburn,1970,1971,2,124,8,12,20,-16,105,8,0,0,2,11,1,0,136,5.9,,,blackbo01
203,Brock McGinn,2022,2023,2,124,22,16,38,0,35,20,0,2,5,16,0,0,176,12.5,1751,14:07,mcginbr01
204,Evan Rodrigues,2020,2022,3,124,27,31,58,0,24,18,9,0,3,30,1,0,319,8.5,1870,15:05,rodriev01
205,Michel Ouellet,2006,2007,2,123,35,45,80,-16,46,13,22,0,2,29,15,1,235,14.9,1674,13:37,ouellmi01
206,Glen Sather*,1970,1971,2,122,20,17,37,-11,210,16,3,1,0,12,5,0,191,10.5,,,sathegl01
207,Riley Sheahan,2018,2019,2,122,18,23,41,-3,17,16,1,1,3,20,1,2,164,11.0,1736,14:14,sheahri01
