--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,Scoring,,,Scoring,,Goals,,,,Assists,,,,,Ice Time,,-additional
Rk,Player,From,To,Yrs,GP▼,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
186,Steve Bozek,1992,1992,1,58,8,8,16,-30,27,6,2,0,0,6,2,0,105,7.6,,,bozekst01
187,John Leonard,2021,2022,2,58,4,11,15,-12,2,3,1,0,0,10,1,0,84,4.8,653,11:15,leonajo01
188,Brad Lukowich,2009,2009,1,58,0,8,8,5,12,0,0,0,0,8,0,0,43,0.0,940,16:13,lukowbr01
189,Nicolas Meloche,2021,2022,2,57,2,6,8,-16,39,2,0,0,1,5,0,1,42,4.8,911,15:59,melocni01
190,Andrew Cogliano,2022,2022,1,56,4,11,15,-16,12,3,0,1,0,10,0,1,58,6.9,739,13:12,coglian01
191,Mirco Müller,2015,2017,3,54,2,4,6,-10,17,2,0,0,0,4,0,0,42,4.8,816,15:07,muellmi01
192,Colin White,2012,2012,1,54,1,3,4,-5,21,1,0,0,0,3,0,0,33,3.0,807,14:57,whiteco01
193,Derek Joslin,2009,2011,3,53,1,6,7,-4,26,1,0,0,0,4,0,2,39,2.6,681,12:51,joslide01
194,Ville Nieminen,2006,2007,2,52,4,5,9,-10,24,3,0,1,0,5,0,0,71,5.6,597,11:29,niemivi01
195,Todd Ewen,1997,1997,1,51,0,2,2,-5,162,0,0,0,0,2,0,0,22,0.0,,,ewento01
196,John MacLean,1998,1998,1,51,13,19,32,0,28,8,5,0,2,12,6,1,139,9.4,,,maclejo01
197,Ray Sheppard,1996,1996,1,51,27,19,46,-19,10,15,12,0,4,13,6,0,170,15.9,,,sheppra01
198,Antti Suomela,2019,2021,3,51,4,11,15,5,8,4,0,0,0,11,0,0,64,6.3,544,10:40,suomean01
199,Ryan Donato,2021,2021,1,50,6,14,20,-10,10,4,2,0,1,10,4,0,104,5.8,631,12:37,donatry01
200,T.J. Galiardi,2012,2013,2,50,6,9,15,-1,20,5,1,0,0,8,1,0,80,7.5,654,13:05,galiatj01
201,Pat MacLeod,1992,1993,2,50,5,12,17,-51,14,2,3,0,0,3,9,0,97,5.2,,,maclepa02
202,Lukáš Radil,2019,2020,2,50,7,4,11,4,14,7,0,0,2,4,0,0,52,13.5,516,10:19,radillu01
203,Jasper Weatherby,2022,2022,1,50,5,6,11,-14,18,4,1,0,0,5,1,0,45,11.1,562,11:14,weathja01
204,Dainius Zubrus,2016,2016,1,50,3,4,7,4,20,3,0,0,0,4,0,0,33,9.1,579,11:35,zubruda01
205,Jeffrey Viel,2021,2023,3,49,3,2,5,-9,139,3,0,0,0,2,0,0,44,6.8,416,8:29,vielje01
206,Perry Anderson,1992,1992,1,48,4,8,12,-17,143,4,0,0,0,8,0,0,57,7.0,,,anderpe01
207,Link Gaetz,1992,1992,1,48,6,6,12,-27,326,3,3,0,0,3,3,0,73,8.2,,,gaetzli01
208,Wayne Presley,1992,1992,1,47,8,14,22,-29,76,5,3,0,0,7,7,0,114,7.0,,,preslwa01
209,Grant Stevenson,2006,2006,1,47,10,12,22,-7,14,5,5,0,2,8,4,0,67,14.9,561,11:57,stevegr01
210,Ken Hammond,1992,1992,1,46,5,10,15,-17,82,3,2,0,0,6,3,1,93,5.4,,,hammoke01
211,Tim Hunter,1997,1997,1,46,0,4,4,0,135,0,0,0,0,4,0,0,13,0.0,,,hunteti01
