--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,Scoring,,,Scoring,,Goals,,,,Assists,,,,,Ice Time,,-additional
Rk,Player,From,To,Yrs,GP▼,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
412,Stu Bickel,2012,2013,2,67,0,9,9,0,157,0,0,0,0,8,0,1,24,0.0,621,9:16,bickest01
413,Brent Fedyk,1999,1999,1,67,4,6,10,-11,30,3,0,1,0,5,0,1,47,8.5,744,11:06,fedykbr01
414,Guy Lafleur*,1989,1989,1,67,18,27,45,1,12,12,6,0,2,17,10,0,122,14.8,,,laflegu01
415,Pat LaFontaine*,1998,1998,1,67,23,39,62,-16,36,12,11,0,2,21,18,0,160,14.4,,,lafonpa01
416,Norm Maciver,1987,1989,3,67,9,26,35,2,28,5,4,0,2,13,13,0,103,8.7,,,macivno01
417,Lias Andersson,2018,2020,3,66,3,6,9,-20,33,2,0,1,0,6,0,0,59,5.1,696,10:33,anderli01
418,Ronald Petrovický,2003,2003,1,66,5,9,14,-12,77,2,2,1,1,8,1,0,65,7.7,820,12:25,petroro02
419,Bert Wilson,1974,1975,2,66,6,2,8,1,68,4,2,0,1,2,0,0,41,14.6,,,wilsobe01
420,Ray Ferraro,1996,1996,1,65,25,29,54,13,82,17,8,0,4,20,9,0,160,15.6,,,ferrara01
421,Jeff Finley,1998,1999,2,65,1,6,7,-4,55,1,0,0,0,5,1,0,32,3.1,23,11:40,finleje01
422,Chris Simon,2004,2004,1,65,14,9,23,14,225,11,3,0,0,9,0,0,116,12.1,775,11:56,simonch01
423,Tony McKegney,1987,1987,1,64,29,17,46,3,56,20,7,2,6,14,3,0,166,17.5,,,mckegto01
424,Jack Lancien,1947,1951,3,63,1,5,6,,35,1,0,0,1,5,0,0,,,,,lancija01
425,Real Lemieux,1970,1974,2,63,4,6,10,0,51,4,0,0,0,6,0,0,49,8.2,,,lemiere01
426,John Mitchell,2012,2012,1,63,5,11,16,10,8,5,0,0,0,9,2,0,64,7.8,640,10:10,mitchjo01
427,Patrik Nemeth,2022,2022,1,63,2,5,7,-9,28,2,0,0,1,5,0,0,52,3.8,1048,16:38,nemetpa01
428,Garry Peters,1966,1966,1,63,7,3,10,-4,42,7,0,0,0,3,0,0,69,10.1,,,peterga01
429,Doug Sulliman,1980,1981,2,63,8,8,16,-8,34,7,1,0,0,8,0,0,82,9.8,,,sullido01
430,Joe Bell,1943,1947,2,62,8,9,17,,18,7,1,0,0,9,0,0,,,,,belljo01
431,Tim Bothwell,1979,1982,4,62,4,10,14,-9,32,4,0,0,2,10,0,0,45,8.9,,,bothwti01
432,Jari Grönstrand,1988,1988,1,62,3,11,14,8,63,2,1,0,0,9,2,0,65,4.6,,,gronsja01
433,Jim Ross,1952,1953,2,62,2,11,13,,29,1,1,0,0,10,1,0,,,,,rossji01
434,Jere Gillis,1981,1982,2,61,13,19,32,4,20,12,1,0,2,18,1,0,104,12.5,,,gillije01
435,Mike McMahon,1964,1972,4,61,0,13,13,-7,48,0,0,0,0,8,5,0,62,0.0,,,mcmahmi02
436,Wayne Presley,1996,1996,1,61,4,6,10,7,71,3,0,1,2,6,0,0,85,4.7,,,preslwa01
437,Paul Carey,2018,2018,1,60,7,7,14,-13,20,5,1,1,1,7,0,0,51,13.7,616,10:16,careypa01
438,Brandon Pirri,2017,2017,1,60,8,10,18,-8,25,3,5,0,3,6,4,0,96,8.3,737,12:17,pirribr01
439,Aaron Ward,2007,2007,1,60,3,10,13,-3,57,3,0,0,0,10,0,0,45,6.7,1182,19:42,wardaa01
440,Clint Albright,1949,1949,1,59,14,5,19,,19,10,4,0,1,2,3,0,,,,,albricl01
441,Thomas Pöck,2004,2008,4,59,7,7,14,-13,20,7,0,0,0,3,4,0,101,6.9,966,16:22,pockth01
442,Ray Sheppard,1991,1991,1,59,24,23,47,8,21,17,7,0,5,15,8,0,129,18.6,,,sheppra01
443,Brian Skrudland,1998,1998,1,59,5,6,11,-4,39,5,0,0,1,6,0,0,42,11.9,,,skrudbr01
444,Alexandre Daigle,2000,2000,1,58,8,18,26,-5,23,7,1,0,1,13,5,0,52,15.4,637,10:59,daiglal02
445,Dmitri Kalinin,2009,2009,1,58,1,12,13,-7,26,1,0,0,0,12,0,0,51,2.0,987,17:01,kalindm01
446,Al MacNeil,1967,1967,1,58,0,4,4,9,44,0,0,0,0,4,0,0,27,0.0,,,macneal01
447,Max Bentley*,1954,1954,1,57,14,18,32,,15,5,9,0,2,3,14,1,,,,,bentlma01
448,Enver Lisin,2010,2010,1,57,6,8,14,-1,18,6,0,0,0,7,1,0,91,6.6,637,11:11,lisinen01
449,Pär Djoos,1992,1993,2,56,2,19,21,7,42,1,1,0,1,14,5,0,43,4.7,,,djoospe01
450,Cody McLeod,2018,2019,2,56,1,2,3,-21,99,1,0,0,0,2,0,0,46,2.2,409,7:18,mcleoco01
451,Babe Siebert*,1933,1934,2,56,9,11,20,,54,0,0,0,1,1,0,0,,,,,siebeba01
452,Tim Sweeney,1998,1998,1,56,11,18,29,7,26,9,2,0,1,13,5,0,75,14.7,,,sweenti01
453,Joël Bouchard,2003,2004,2,55,6,14,20,8,24,5,1,0,2,10,4,0,75,8.0,1011,18:23,bouchjo01
454,Shane Churla,1996,1997,2,55,0,1,1,-13,132,0,0,0,0,1,0,0,24,0.0,,,churlsh01
455,Chris Higgins,2010,2010,1,55,6,8,14,-9,32,6,0,0,1,7,1,0,137,4.4,985,17:55,higgich01
456,Matt Hunwick,2015,2015,1,55,2,9,11,17,16,2,0,0,1,7,2,0,72,2.8,870,15:49,hunwima01
457,Warren Miller,1980,1980,1,55,7,6,13,-6,17,7,0,0,3,6,0,0,51,13.7,,,millewa01
458,Sammy Blais,2022,2023,2,54,0,9,9,4,25,0,0,0,0,9,0,0,48,0.0,574,10:37,blaissa01
459,Anson Carter,2003,2004,2,54,11,11,22,-12,20,6,4,1,2,9,2,0,80,13.8,866,16:02,cartean01
460,Doug Jarrett,1976,1977,2,54,0,4,4,-32,23,0,0,0,0,4,0,0,48,0.0,,,jarredo01
461,Chris Kotsopoulos,1981,1981,1,54,4,12,16,-10,153,4,0,0,0,8,4,0,104,3.8,,,kotsoch01
462,Steve McKenna,2002,2002,1,54,2,1,3,0,144,1,1,0,1,1,0,0,17,11.8,215,3:59,mckenst01
463,P.J. Stock,1998,2000,3,54,2,4,6,4,131,2,0,0,1,4,0,0,11,18.2,82,5:07,stockpj01
464,Greg de Vries,2004,2004,1,53,3,12,15,12,37,3,0,0,0,10,1,1,58,5.2,1007,19:01,devrigr01
465,Daniel Goneau,1997,2000,3,53,12,3,15,-10,14,9,3,0,3,2,1,0,60,20.0,14,14:26,goneada01
466,Bill Gooden,1943,1944,2,53,9,12,21,,15,7,2,0,0,12,0,0,,,,,goodebi01
467,Scot Kleinendorst,1983,1984,2,53,2,11,13,-2,43,1,1,0,0,7,4,0,29,6.9,,,kleinsc01
468,Lee Stempniak,2015,2015,1,53,9,9,18,7,18,9,0,0,1,9,0,0,86,10.5,659,12:26,stemple01
469,Jeff Toms,2001,2002,2,53,8,5,13,-7,10,6,2,0,0,5,0,0,74,10.8,498,9:24,tomsje01
470,Terry Carkner,1987,1987,1,52,2,13,15,-1,118,2,0,0,0,11,2,0,33,6.1,,,carknte01
471,Chris Jensen,1986,1988,3,52,7,11,18,-1,23,6,0,1,3,10,1,0,99,7.1,,,jensech01
472,Neil Strain,1953,1953,1,52,11,13,24,,12,10,1,0,1,10,3,0,,,,,straine01
473,Chris Tamer,1999,1999,1,52,1,5,6,-12,92,1,0,0,1,5,0,0,46,2.2,802,15:25,tamerch01
474,Peter Wallin,1981,1982,2,52,3,14,17,2,14,3,0,0,1,10,4,0,63,4.8,,,wallipe01
475,Pavel Bure*,2002,2003,2,51,31,19,50,13,22,22,8,1,4,12,7,0,185,16.8,1023,20:04,burepa01
476,Gord Davidson,1943,1944,2,51,3,6,9,,8,3,0,0,0,6,0,0,,,,,davidgo01
477,Phillip Di Giuseppe,2020,2021,2,51,2,10,12,3,15,2,0,0,0,10,0,0,79,2.5,570,11:10,digiuph01
478,Derek Dorsett,2014,2014,1,51,4,4,8,-1,128,4,0,0,0,4,0,0,67,6.0,562,11:02,dorsede01
479,Brian MacLellan,1986,1986,1,51,11,21,32,-21,47,3,8,0,1,14,7,0,113,9.7,,,maclebr01
480,Bill Regan,1930,1931,2,51,2,1,3,,55,,,,0,,,,,,,,reganbi01
481,Bill Collins,1976,1976,1,50,4,4,8,-19,38,3,0,1,0,3,1,0,47,8.5,,,collibi01
482,Gary Doak,1972,1972,1,50,1,10,11,15,54,1,0,0,0,10,0,0,33,3.0,,,doakga01
483,Jody Hull,1991,1992,2,50,5,8,13,-2,12,5,0,0,0,8,0,0,61,8.2,,,hulljo01
