--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,Scoring,,,Scoring,,Goals,,,,Assists,,,,,Ice Time,,-additional
Rk,Player,From,To,Yrs,GP▼,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
187,Dale McCourt,1982,1984,3,119,41,57,98,-14,22,32,7,2,5,45,11,1,243,16.9,,,mccouda01
188,Calle Johansson,1988,1989,2,118,6,49,55,5,70,4,2,0,1,26,22,1,146,4.1,,,johanca01
189,Larry Mickey,1972,1975,4,117,20,14,34,0,57,19,1,0,2,13,1,0,187,10.7,,,mickela01
190,Ken Priestlay,1987,1990,4,117,25,25,50,-10,59,19,5,1,1,15,10,0,198,12.6,,,prieske01
191,Cody Eakin,2021,2022,2,115,7,12,19,-24,36,6,1,0,1,10,1,1,113,6.2,1532,13:20,eakinco01
192,Shawn Anderson,1987,1990,4,113,6,26,32,5,66,3,3,0,0,17,8,1,97,6.2,,,andersh01
193,Brandon Montour,2019,2021,3,112,13,29,42,-4,68,10,1,2,0,24,5,0,213,6.1,2269,20:15,montobr01
194,Ron Anderson,1971,1972,2,111,14,16,30,-22,63,13,0,1,3,16,0,0,174,8.0,,,anderro01
195,Eddie Shack,1971,1972,2,111,36,31,67,-39,127,22,14,0,4,16,15,0,286,12.6,,,shacked01
196,Mattias Samuelsson,2021,2023,3,109,2,20,22,-4,40,2,0,0,0,19,0,1,130,1.5,2276,20:53,samuema02
197,Steve Ott,2013,2014,2,107,18,26,44,-23,148,10,8,0,4,21,3,2,172,10.5,2053,19:11,ottst01
198,Bob Corkum,1990,2002,4,106,10,9,19,-12,67,9,0,1,2,7,1,1,108,9.3,107,10:44,corkubo01
199,Alan Haworth,1981,1982,2,106,37,38,75,-1,64,30,7,0,2,31,7,0,186,19.9,,,haworal01
200,Robyn Regehr,2012,2013,2,105,1,6,7,-16,77,1,0,0,0,6,0,0,64,1.6,1957,18:38,regehro01
201,Joe Reekie,1986,1989,4,104,3,15,18,7,190,2,1,0,0,15,0,0,94,3.2,,,reekijo01
202,Norm Gratton,1973,1975,3,103,15,23,38,-7,30,10,5,0,1,18,5,0,95,15.8,,,grattno01
203,Doug Barrie,1971,1972,2,102,6,28,34,-40,213,6,0,0,1,26,2,0,152,3.9,,,barrido01
204,Randy Wyrozub,1971,1974,4,100,8,10,18,-13,10,7,1,0,2,10,0,0,85,9.4,,,wyrozra01
205,Mikael Andersson,1986,1989,4,99,4,33,37,3,18,3,0,1,1,28,3,2,65,6.2,,,andermi01
206,Justin Falk,2017,2018,2,98,1,9,10,-19,57,1,0,0,0,8,0,1,69,1.4,1452,14:49,falkju01
207,Gates Orlando,1985,1987,3,98,18,26,44,-9,51,14,2,2,1,23,3,0,116,15.5,,,orlanga01
208,J.F. Sauvé,1981,1983,3,98,24,49,73,5,70,16,8,0,1,37,12,0,161,14.9,,,sauveje01
209,Phil Goyette,1971,1972,2,97,18,67,85,-26,20,6,12,0,1,36,31,0,152,11.8,,,goyetph01
210,Normand Lacombe,1985,1987,3,94,12,18,30,-6,46,8,4,0,2,18,0,0,116,10.3,,,lacomno01
211,Casey Nelson,2016,2019,4,93,4,14,18,-15,33,3,0,1,0,11,2,1,100,4.0,1523,16:22,nelsoca01
212,Kevin O'Shea,1971,1972,2,93,10,13,23,-30,52,9,0,1,1,12,1,0,89,11.2,,,osheake01
213,John Gould,1972,1980,4,92,14,12,26,2,13,14,0,0,3,10,2,0,127,11.0,,,gouldjo01
214,John Scott,2013,2014,2,90,1,0,1,-13,194,1,0,0,0,0,0,0,31,3.2,563,6:16,scottjo01
215,Chris Taylor,2000,2004,4,90,8,12,20,-4,32,8,0,0,0,11,0,1,96,8.3,978,10:52,tayloch01
